Case #1: 111
1 6 604832
2 3 472111
2 5 37333
3 2 472111
3 6 338629
4 2 160033
4 6 322456
5 2 37333
6 1 604832
6 4 322456
6 10 367605
7 9 199364
8 1 599745
8 4 425031
8 9 162602
9 7 199364
10 2 205182
10 7 301008
Case #166: 137
1 2 51240
1 4 83613
1 6 147574
1 8 252777
1 11 96588
1 13 72525
1 16 122303
1 19 160385
2 1 51240
2 4 123761
2 7 231177
2 10 100002
2 12 110993
2 15 94605
3 1 109399
3 19 221234
3 6 216868
3 9 12151
3 12 153218
3 14 202222
4 2 123761
4 5 86570
4 9 37937
4 11 165503
4 15 168236
4 17 293964
4 19 195448
5 4 86570
5 7 231444
5 9 116276
5 11 106837
5 13 58476
5 15 94872
5 17 250991
5 19 108878
6 2 157556
6 5 140819
6 8 138806
6 11 50986
6 13 126255
6 15 62951
6 17 238995
7 1 221195
7 4 264703
7 6 124163
7 9 301838
7 13 250418
7 15 136572
7 17 312616
8 1 252777
8 3 149312
8 6 138806
8 9 157290
8 11 156189
8 13 265061
8 15 168154
8 17 118866
8 19 106865
9 4 37937
9 7 301838
9 10 130088
9 12 141079
9 16 202946
9 18 135005
10 1 114318
10 3 142227
10 5 100269
10 8 203332
10 11 98573
10 14 83483
10 17 204932
10 19 130070
11 2 106570
11 5 106837
11 8 156189
11 10 98573
11 13 127855
11 18 88108
12 1 125309
12 3 153218
12 5 111260
12 7 160759
12 9 141079
12 11 87582
12 14 72492
12 17 215923
12 19 119079
13 3 170832
13 6 126255
13 8 265061
13 11 127855
13 15 115890
13 17 291934
13 19 158196
14 18 124448
14 19 67837
14 5 143177
14 7 109517
14 10 83483
14 15 48305
15 1 84623
15 2 94605
15 4 168236
15 6 62951
15 8 168154
15 14 48305
16 2 132285
16 4 165811
16 6 25271
16 8 130474
16 10 72858
16 13 151526
16 15 37680
16 18 113823
17 3 268178
17 5 250991
17 7 312616
17 9 276156
17 11 188009
17 13 291934
17 18 252187
18 1 32778
18 5 18729
18 7 212715
18 9 135005
18 11 88108
18 13 39747
18 15 76143
18 17 252187
19 1 160385
19 3 221234
19 5 108878
19 9 225154
19 11 82927
19 13 158196
19 15 94892
19 17 225731
Case #167: 34
1 2 264606
1 5 333580
1 7 308975
1 9 271037
2 1 264606
2 4 82751
2 7 44369
2 10 348237
3 2 5538
3 6 280847
3 9 317271
4 2 82751
4 6 278753
4 8 310862
5 1 333580
5 3 320063
5 7 358894
5 9 248288
6 3 280847
6 8 335843
7 1 308975
7 4 127120
7 8 272480
7 10 381530
8 3 233649
8 5 338728
8 7 272480
9 1 271037
9 3 317271
9 5 248288
9 10 98276
10 2 348237
10 6 61852
10 8 397695
Case #168: 181
1 3 215653
1 8 118422
1 10 234139
1 12 172989
1 16 375242
1 18 194887
1 23 177750
2 3 65343
2 24 218707
2 9 240488
2 28 380238
2 15 128180
3 2 65343
3 21 228894
3 24 207918
3 26 213429
4 6 249028
4 9 244855
4 11 182963
4 13 223403
4 20 224763
4 22 339442
4 26 330181
4 28 239125
5 7 289485
5 10 139883
5 12 219011
5 16 217623
5 19 265739
5 24 247513
5 28 308714
6 4 249028
6 9 73449
6 12 304638
6 14 215274
6 18 89080
6 23 154311
6 25 246381
6 27 198900
7 16 507108
7 5 289485
7 22 235057
7 9 342384
7 11 401442
8 19 280518
8 4 345649
8 22 15231
8 11 163902
8 28 227425
9 2 240488
9 6 73449
9 11 127701
9 13 204764
9 17 120885
9 19 315617
9 22 125849
9 24 21781
10 1 234139
10 4 84011
10 6 234293
10 13 297213
10 17 250467
10 21 147045
10 26 246170
11 1 224589
11 4 182963
11 7 401442
11 9 127701
11 14 234247
11 19 241764
11 27 90992
12 1 172989
12 4 131283
12 6 304638
12 13 218527
12 15 199304
12 18 260642
12 27 145756
13 5 328770
13 9 204764
13 12 218527
13 16 395679
13 19 347563
13 26 190961
13 28 259134
14 6 215274
14 11 234247
14 15 74392
14 20 150343
14 22 55114
14 24 152960
14 27 283301
15 2 128180
15 12 199304
15 14 74392
15 18 213864
15 23 151435
15 26 120245
16 17 308439
16 18 348102
16 5 217623
16 23 336719
16 24 354252
16 13 395679
17 6 173718
17 10 250467
17 15 124542
17 18 105254
17 21 285505
17 23 145852
18 1 194887
18 3 201768
18 5 241363
18 9 15631
18 12 260642
18 15 213864
18 17 105254
18 28 155381
19 2 304417
19 6 358224
19 9 315617
19 13 347563
19 17 260323
19 22 265287
19 27 199342
20 16 412203
20 5 234578
20 24 144063
20 9 153544
20 10 220059
20 14 150343
21 19 121835
21 4 63034
21 10 147045
21 27 77507
21 28 176091
21 14 255375
22 17 13558
22 19 265287
22 7 235057
22 24 116368
22 26 9261
22 14 55114
23 17 145852
23 18 65231
23 24 71381
23 26 141555
23 14 187408
24 2 218707
24 5 247513
24 8 131599
24 10 139063
24 16 354252
24 20 144063
24 23 71381
25 2 171465
25 4 264092
25 7 211050
25 26 76960
25 28 230279
26 3 213429
26 6 169421
26 10 246170
26 14 45853
26 20 196196
26 22 9261
26 25 76960
27 4 140541
27 21 77507
27 6 198900
27 11 90992
27 28 244327
27 14 283301
28 4 239125
28 6 244461
28 10 300594
28 13 259134
28 18 155381
28 21 176091
28 23 200174
28 25 230279
Case #169: 328
1 2 167566
1 4 178457
1 6 211329
1 8 157027
1 10 206201
1 12 198964
1 14 271132
1 16 93347
1 18 80646
1 20 247582
1 22 188490
1 25 147870
1 27 340292
2 3 67265
2 5 130199
2 8 35872
2 10 109160
2 12 175360
2 15 97844
2 18 114648
2 20 129477
2 22 20924
2 24 101724
2 26 66292
3 1 188420
3 4 92532
3 6 109809
3 8 31393
3 10 104681
3 12 151113
3 14 145498
3 16 95073
3 19 147959
3 21 116901
3 23 98371
3 25 149596
3 27 287511
4 2 33166
4 5 163365
4 8 69038
4 10 142326
4 13 158143
4 15 131010
4 17 201256
4 19 185604
4 21 113660
4 23 64272
4 25 139633
4 27 316407
5 2 130199
5 4 163365
5 8 94327
5 10 66060
5 12 172303
5 15 94787
5 17 239994
5 19 22239
5 21 210693
5 23 161305
5 26 196491
6 1 211329
6 4 147454
6 7 97163
6 9 153012
6 11 138842
6 13 167062
6 15 140388
6 17 224083
6 19 93427
6 21 177483
6 23 128095
6 25 196619
6 27 309406
7 2 54619
7 6 97163
7 9 55849
7 11 79173
7 13 70358
7 15 43225
7 18 169267
7 21 135113
7 23 85725
7 25 99709
7 27 237371
8 2 35872
8 4 69038
8 6 78416
8 9 74596
8 11 60426
8 13 89105
8 15 61972
8 17 145667
8 19 116566
8 21 116366
8 23 66978
8 25 118203
8 27 256118
9 2 110468
9 4 143634
9 6 153012
9 8 74596
9 12 90140
9 14 151207
9 16 123631
9 18 180221
9 20 30604
9 22 131392
9 24 140448
9 26 176760
10 1 206201
10 3 104681
10 5 66060
10 7 92035
10 9 147884
10 12 168686
10 14 187393
10 16 136968
10 19 88299
10 21 172355
10 25 191491
10 27 314534
11 2 96298
11 4 121565
11 6 138842
11 8 60426
11 12 180146
11 16 124106
11 18 139661
11 20 154031
11 22 117222
11 24 126278
11 26 154691
12 1 198964
12 3 151113
12 6 163558
12 8 139488
12 10 168686
12 14 216099
12 16 105617
12 18 173320
12 20 120744
12 22 196284
12 24 205340
12 26 223853
13 1 231487
13 3 120498
13 5 121920
13 7 70358
13 9 39757
13 11 149531
13 16 138140
13 18 194730
13 21 160576
13 23 156083
13 25 83617
13 27 167013
14 3 145498
14 6 192521
14 8 114105
14 10 187393
14 15 138583
14 17 259772
14 19 223989
14 21 156896
14 23 147132
14 25 195067
14 27 332729
15 2 97844
15 4 131010
15 6 140388
15 8 61972
15 10 135260
15 13 27133
15 16 111007
15 18 167597
15 20 43228
15 22 118768
15 24 127824
15 26 164136
16 1 93347
16 3 95073
16 5 158007
16 8 63680
16 10 136968
16 12 105617
16 14 177785
16 17 209347
16 19 180246
16 21 154713
16 23 105325
16 25 54523
16 27 246945
17 3 114274
17 5 239994
17 7 164414
17 9 189879
17 12 265387
17 14 259772
17 16 209347
17 19 262233
17 21 231175
17 23 212645
17 26 234382
18 1 80646
18 4 147814
18 6 211637
18 8 150520
18 10 206509
18 12 173320
18 14 191050
18 16 173993
18 19 198548
18 21 34154
18 23 83542
18 25 122226
18 27 335677
19 2 152438
19 4 185604
19 6 93427
19 9 104402
19 11 176992
19 14 223989
19 16 180246
19 18 198548
19 21 232702
19 23 183544
19 25 173510
20 1 247582
20 3 124998
20 5 112767
20 7 74858
20 9 30604
20 11 154031
20 13 70361
20 15 43228
20 17 220483
20 19 135006
20 22 150401
20 24 159457
20 26 195769
21 1 114800
21 3 116901
21 5 210693
21 7 135113
21 9 146067
21 11 145934
21 13 160576
21 15 133443
21 17 231175
21 19 232702
21 22 101418
21 24 182218
21 26 146786
22 1 188490
22 3 88189
22 5 151123
22 7 75543
22 9 131392
22 12 196284
22 14 136950
22 16 95143
22 18 135572
22 20 150401
22 23 52030
22 25 149666
22 27 304165
23 3 98371
23 5 161305
23 7 85725
23 9 141574
23 11 127404
23 13 156083
23 15 128950
23 17 212645
23 19 183544
23 21 49388
23 24 132830
23 26 97398
24 1 222879
24 3 97245
24 5 105203
24 7 84599
24 9 140448
24 12 205340
24 14 179957
24 16 129532
24 18 216372
24 20 159457
24 22 122648
24 25 184055
24 27 321970
25 2 128742
25 4 139633
25 7 99709
25 9 69108
25 11 178629
25 13 83617
25 15 56484
25 18 122226
25 20 99712
25 22 149666
25 24 184055
25 27 250630
26 2 66292
26 4 33126
26 6 180580
26 8 102164
26 10 175452
26 12 223853
26 14 182318
26 16 118236
26 18 180940
26 20 195769
26 22 45368
26 24 168016
26 27 349533
27 2 283241
27 4 316407
27 6 309406
27 8 256118
27 10 314534
27 12 255740
27 14 332729
27 16 246945
27 18 335677
27 21 301523
27 23 252135
27 25 250630
Case #170: 334
1 35 170909
1 4 189332
1 11 161813
1 13 168419
1 16 129308
1 18 139096
1 26 278561
1 29 180308
2 34 28339
2 36 251060
2 38 103637
2 40 193449
2 14 62683
2 16 161568
2 26 338204
3 32 146708
3 35 223859
3 5 219821
3 7 203256
3 46 265282
4 1 189332
4 5 119919
4 44 141723
4 15 243158
4 17 133286
4 50 72535
4 25 134772
4 29 182625
5 33 412144
5 3 219821
5 38 128832
5 7 57952
5 8 150525
5 12 159096
5 47 194782
5 23 178760
5 27 158545
6 48 195517
6 2 107685
6 36 168996
6 5 146557
6 27 124931
6 15 257549
7 36 237597
7 39 157095
7 11 141691
7 45 213834
7 48 166891
7 49 169966
7 26 250192
7 29 53261
8 1 181175
8 5 150525
8 41 179202
8 42 263707
8 12 103444
8 46 152692
8 19 147209
8 23 66280
8 29 146969
9 48 198437
9 50 140195
9 20 159479
9 25 38089
9 46 139089
10 19 152892
10 37 108091
10 8 154661
10 27 123701
10 29 153794
10 47 147160
11 17 97106
11 19 243046
11 7 141691
11 41 97517
11 47 224880
12 32 324489
12 2 25258
12 36 225802
12 39 62584
12 41 92807
12 48 113090
12 19 195508
13 1 168419
13 50 109237
13 18 158256
13 35 223568
13 43 192865
14 2 62683
14 3 206549
14 9 170749
14 44 111112
14 45 254356
14 50 41924
14 19 176255
14 22 275935
14 27 79929
14 29 250873
15 34 178203
15 4 243158
15 37 191555
15 7 191841
15 45 195058
15 19 220970
15 25 186433
15 31 265916
16 33 391039
16 2 161568
16 4 198184
16 40 158933
16 11 222908
16 48 160173
16 21 232229
16 30 211891
17 32 282651
17 4 133286
17 23 125865
17 11 97106
18 48 199692
18 36 232330
18 25 227303
18 26 357568
18 13 158256
19 35 279041
19 8 147209
19 42 370111
19 12 195508
19 46 150923
19 15 220970
19 48 210271
19 27 149436
20 16 81561
20 19 48757
20 9 159479
20 26 216711
20 14 127498
21 6 115078
21 40 201537
21 10 265771
21 15 338346
21 49 31810
21 26 192291
21 29 217745
22 34 254499
22 6 223879
22 8 219911
22 14 275935
22 48 290000
22 26 298132
23 48 255780
23 3 178870
23 21 177390
23 8 66280
24 4 194101
24 37 130713
24 40 93946
24 42 217278
24 12 191909
24 48 183121
24 28 350384
25 17 1486
25 4 134772
25 20 197568
25 9 38089
25 42 172041
25 14 208838
26 32 337519
26 34 309865
26 38 290660
26 41 329709
26 46 250078
26 50 317118
26 20 216711
26 22 298132
26 25 149078
27 32 248301
27 2 73924
27 5 158545
27 6 124931
27 7 136078
27 42 220675
27 47 235863
27 19 149436
27 30 88545
28 33 513806
28 18 344681
28 4 315967
28 10 263158
28 14 285356
29 1 180308
29 34 216529
29 5 102234
29 39 210356
29 41 231456
29 44 139761
29 15 138580
29 50 208949
29 21 217745
29 25 47853
30 16 211891
30 36 237865
30 26 270487
30 44 78697
31 48 208482
31 1 120651
31 4 211283
31 41 228765
31 15 265916
32 36 265726
32 6 263266
32 8 259298
32 42 250528
32 12 324489
32 17 282651
32 26 337519
32 29 331990
33 50 270374
33 39 271781
33 28 513806
33 13 379611
34 2 28339
34 36 224643
34 9 136405
34 12 53597
34 45 220012
34 47 253655
34 20 93154
34 26 309865
34 29 216529
35 34 144888
35 3 223859
35 6 150595
35 43 207938
35 45 270349
35 14 179232
35 16 253636
35 23 182798
35 30 184467
36 34 224643
36 6 168996
36 7 237597
36 43 214859
36 46 173263
36 17 134997
36 24 242047
36 30 237865
37 32 286287
37 3 163290
37 22 246900
37 24 130713
37 43 147369
37 15 191555
38 2 103637
38 36 212254
38 39 66311
38 44 19865
38 19 179149
38 24 63014
38 27 29713
39 38 66311
39 40 174097
39 42 257273
39 43 261873
39 45 211025
39 27 36598
39 30 125143
40 33 427904
40 5 19764
40 7 77716
40 8 130761
40 45 175646
40 49 210061
40 24 93946
41 21 266613
41 42 278608
41 11 97517
41 12 92807
41 31 228765
42 34 266260
42 8 263707
42 46 271942
42 18 133651
42 19 370111
42 25 172041
42 27 220675
43 36 214859
43 6 178106
43 39 261873
43 13 192865
43 14 291796
44 49 200523
44 4 141723
44 38 19865
44 40 145447
44 30 78697
44 31 89467
45 34 220012
45 4 275801
45 7 213834
45 8 295474
45 43 278725
45 15 195058
45 50 212432
46 19 150923
46 3 265282
46 24 123773
46 9 139089
46 26 250078
46 12 109505
47 34 253655
47 35 302073
47 37 244137
47 10 147160
47 11 224880
47 30 261407
48 2 87832
48 7 166891
48 12 113090
48 15 237696
48 50 123751
48 19 210271
48 23 255780
48 29 211173
49 1 230508
49 4 203870
49 5 227918
49 40 210061
49 44 200523
50 4 72535
50 39 1407
50 42 258680
50 13 109237
50 14 41924
50 26 317118
Case #171: Impossible
Case #172: 29
1 4 456265
1 15 760316
3 6 942740
5 6 558113
6 16 608254
6 21 511004
6 12 276347
9 26 845676
10 12 676580
11 12 937009
12 6 276347
12 11 937009
13 22 596456
15 1 760316
15 22 393886
16 20 885254
16 24 418962
18 24 927309
19 20 459025
20 16 885254
20 19 459025
21 6 511004
22 24 737889
22 15 393886
23 5 576594
24 16 418962
24 22 737889
25 11 749608
26 9 845676
Case #173: 46
1 2 345648
1 4 203420
1 6 317089
1 9 53631
1 11 168995
2 3 243382
2 6 28559
2 8 261371
2 10 396909
3 1 211031
3 4 76461
3 6 271941
3 9 158773
4 1 203420
4 3 76461
4 7 191675
4 10 343415
5 1 178119
5 6 219068
5 9 124488
5 11 89459
6 2 28559
6 4 264330
6 8 286844
6 10 368350
7 1 94144
7 3 199286
7 8 97225
7 10 234139
8 2 261371
8 6 286844
8 10 250338
9 1 53631
9 3 158773
9 5 124488
9 7 40513
9 11 116737
10 2 396909
10 4 343415
10 6 368350
10 8 250338
10 11 308990
11 2 201346
11 5 89459
11 7 157250
11 9 116737
Case #174: Impossible
Case #175: 96
1 2 258831
1 4 33376
1 6 229199
1 8 193132
1 10 10663
1 12 100745
1 14 139318
2 1 258831
2 4 225455
2 6 488030
2 8 204094
2 10 269494
2 12 158086
3 1 26112
3 4 59488
3 6 235036
3 8 219244
3 10 36775
3 12 126857
3 14 165430
4 1 33376
4 3 59488
4 6 262575
4 9 347724
4 11 170077
4 13 92489
4 15 152223
5 2 287011
5 4 61556
5 7 157749
5 9 342802
5 11 197575
5 13 87293
5 15 147027
6 2 488030
6 4 262575
6 7 358768
6 9 599050
6 11 398594
6 14 368517
7 1 129569
7 3 155681
7 5 157749
7 8 74832
7 10 140232
7 13 188682
7 15 248416
8 2 204094
8 5 164952
8 7 74832
8 10 202664
8 12 103656
8 14 323726
9 1 370982
9 3 397094
9 5 342802
9 7 252682
9 10 380514
9 12 281506
9 14 501576
10 2 269494
10 4 44039
10 6 218536
10 8 202664
10 11 180058
10 13 69776
10 15 108184
11 2 395532
11 4 170077
11 6 398594
11 8 341102
11 10 180058
11 13 228508
12 1 100745
12 3 126857
12 5 128925
12 9 281506
12 11 237446
12 14 220070
13 3 33001
13 5 87293
13 7 188682
13 9 430095
13 11 228508
13 14 198431
14 3 165430
14 5 167498
14 7 248894
14 9 501576
14 11 308713
14 13 198431
15 1 118847
15 3 124684
15 5 147027
15 7 248416
15 10 108184
Case #176: Impossible
Case #177: 1
1 2 5
Case #178: Impossible
Case #179: 64
1 2 256637
1 6 37712
1 8 183831
1 11 202353
1 13 321828
2 3 323076
2 5 337385
2 11 227147
2 13 65191
2 15 287875
3 2 323076
3 7 125286
3 9 181389
3 12 15988
4 2 58425
4 6 277350
4 9 205146
4 12 332887
5 2 337385
5 4 395810
5 8 264579
5 10 255801
6 1 37712
6 5 118460
6 8 146119
6 11 240065
6 14 156542
7 1 105219
7 6 67507
7 10 152766
7 14 224049
8 3 338912
8 5 264579
8 7 213626
8 11 251568
8 13 224287
9 1 379918
9 4 205146
9 6 342206
9 11 360336
9 14 352653
10 2 295596
10 5 255801
10 12 43468
10 15 7721
11 2 227147
11 6 240065
11 9 360336
12 1 214517
12 3 15988
12 7 109298
12 10 43468
12 15 51189
13 2 65191
13 6 284116
13 9 198380
13 15 274932
14 3 349335
14 6 156542
14 9 352653
14 12 333347
15 6 227994
15 9 216590
15 12 51189
Case #180: 12
1 5 38575
2 13 504745
4 5 890782
4 10 980581
5 4 890782
5 8 128923
6 8 907865
7 8 827187
8 4 910306
8 6 907865
10 4 980581
13 2 504745
Case #181: 50
1 40 739738
2 32 710808
5 37 761520
5 28 953042
6 10 584360
6 14 704001
7 47 728912
9 40 687620
10 6 584360
10 15 993266
11 25 442353
12 29 670469
13 15 880204
14 20 667316
15 21 233247
15 10 993266
15 13 880204
16 7 786129
17 19 556046
18 24 841339
19 17 556046
20 14 667316
21 6 821495
22 39 911628
23 29 12942
24 19 799775
24 29 808226
25 11 442353
28 5 953042
28 45 735730
29 1 641710
29 6 921536
29 8 429373
29 12 670469
31 13 956106
32 44 276330
34 12 991885
36 40 918101
37 17 358874
37 21 974848
39 22 911628
40 1 739738
40 9 687620
41 25 764245
42 5 888093
45 28 735730
46 48 862808
46 22 775988
48 46 862808
49 46 215902
Case #182: 50
1 11 847594
2 40 532567
3 7 907092
4 6 277045
6 41 381950
7 20 559697
7 24 366686
9 37 267632
10 49 881234
11 33 665147
11 26 307841
12 35 888798
14 15 380856
15 14 380856
18 20 415833
19 48 735308
20 21 322561
21 20 322561
21 42 572157
23 7 381851
24 48 325509
24 7 366686
25 21 353640
26 11 307841
27 46 915814
29 36 106206
30 48 424316
32 50 875433
33 47 698560
35 12 888798
36 45 95540
37 9 267632
38 29 112134
40 17 694206
41 6 381950
42 7 663093
43 9 512224
44 35 619306
45 38 122800
45 46 541725
46 27 915814
46 47 403366
47 50 590474
47 46 403366
48 24 325509
48 15 781245
49 38 450782
50 32 875433
50 27 808876
50 46 685146
Case #183: Impossible
Case #184: 63
1 16 269063
1 10 209292
1 15 236701
2 18 277724
2 6 184617
2 9 299259
3 2 206996
3 5 122314
3 10 172033
3 15 280620
4 18 362598
4 5 174966
4 12 175591
5 16 203903
5 4 174966
5 9 286667
5 13 175167
5 15 171541
6 3 194534
6 8 255406
7 2 242960
7 6 230498
7 10 207997
8 18 147945
8 7 304170
8 11 118956
9 17 325889
9 18 288720
9 5 286667
9 13 170050
9 15 115126
10 2 162116
10 4 42051
10 7 207997
10 9 154188
10 12 157791
10 15 231055
11 16 176967
11 7 185214
11 10 159851
12 3 161891
12 10 157791
12 15 118729
13 5 175167
13 9 170050
13 12 173653
13 15 54929
14 1 62496
14 9 283291
14 15 205480
15 17 216803
15 3 280620
15 5 171541
15 10 231055
15 13 54929
16 1 269063
16 5 203903
16 12 151091
16 14 237842
17 2 46601
17 10 189394
18 2 277724
18 8 147945
Case #185: 108
1 2 223139
1 4 267097
1 6 146578
1 9 208933
1 11 25480
1 13 223493
2 1 223139
2 3 292835
2 5 217065
2 7 279504
2 15 230839
3 2 292835
3 5 75770
3 7 13331
3 9 170117
3 12 140021
3 14 236687
3 16 222217
4 1 267097
4 18 277107
4 3 173103
4 7 159772
4 12 313124
4 14 383128
5 2 217065
5 4 222211
5 7 62439
5 9 245143
5 12 215047
5 15 52586
5 17 112641
6 2 369717
6 5 191464
6 8 287292
6 10 257226
6 14 30547
6 16 341252
6 18 251747
7 2 279504
7 4 159772
7 6 253903
7 11 81845
7 13 116168
7 16 208886
8 16 175497
8 2 254628
8 5 95828
8 7 33389
8 11 115234
8 14 256745
9 1 208933
9 5 245143
9 8 216837
9 12 30096
9 14 155087
9 16 312132
9 18 66113
10 17 42893
10 18 250184
10 6 257226
10 13 220779
11 16 264189
11 3 95176
11 6 172058
11 8 115234
11 10 136128
11 13 198013
12 17 171274
12 3 140021
12 5 215047
12 9 30096
12 13 269520
12 15 162461
13 3 129499
13 5 178607
13 8 82779
13 10 220779
13 12 269520
13 16 92718
14 16 310705
14 17 183786
14 3 236687
14 6 30547
14 9 155087
14 11 141511
15 16 297369
15 18 126444
15 3 128356
15 6 205238
15 8 148414
15 12 162461
16 17 170954
16 5 271325
16 7 208886
16 9 312132
16 11 264189
16 14 310705
17 16 170954
17 4 334852
17 6 214333
17 8 208469
17 10 42893
17 14 183786
18 17 207291
18 3 104004
18 6 251747
18 10 250184
18 14 221200
Case #186: 123
1 16 115107
1 19 56191
1 23 41415
1 9 183297
1 15 147769
2 21 279142
2 22 232949
2 10 150957
2 12 191173
2 15 279036
3 21 112544
3 22 147688
3 8 96896
3 12 60311
4 20 138126
4 5 214868
4 6 153776
4 8 59098
4 13 73683
5 16 306592
5 20 203100
5 21 159698
5 9 80341
5 13 163486
6 17 144702
6 2 226940
6 20 78210
6 21 124105
6 12 120653
6 15 130469
7 18 45509
7 19 63867
7 4 170042
7 8 133433
7 12 96848
8 3 96896
8 5 178071
8 7 133433
8 12 36585
8 14 104177
9 16 226251
9 18 183566
9 21 79357
9 22 26906
9 7 211131
9 14 172737
10 2 150957
10 4 135899
10 6 80437
10 11 75983
10 13 91386
11 2 222486
11 3 55888
11 5 199047
11 8 100451
11 13 115036
12 2 191173
12 19 87641
12 21 172855
12 23 72865
12 8 36585
12 13 51170
13 1 100152
13 4 73683
13 6 110582
13 10 91386
13 12 51170
13 16 197727
13 18 102509
14 18 192101
14 20 183205
14 7 230118
14 9 172737
14 13 89592
15 1 147769
15 4 207520
15 8 170723
15 11 126015
15 16 201836
15 19 97457
15 23 131462
16 18 113010
16 20 104114
16 6 111999
16 9 226251
16 13 197727
17 1 134272
17 6 144702
17 13 63290
18 16 113010
18 19 36302
18 22 156660
18 9 183566
18 14 192101
19 1 56191
19 4 183324
19 7 63867
19 12 87641
19 15 97457
19 18 36302
19 21 91093
20 2 148730
20 5 203100
20 7 54405
20 10 2227
20 12 42443
20 15 136776
20 19 45198
20 23 30422
21 19 91093
21 20 130412
21 5 159698
21 9 79357
21 12 172855
22 18 156660
22 3 147688
22 7 184225
22 14 145831
23 1 41415
23 3 12554
23 20 30422
23 9 175597
23 12 72865
Case #187: 17
1 2 524444
1 7 755076
2 3 19144
2 5 244798
3 2 19144
3 5 225654
3 7 249776
4 3 301023
4 6 130516
5 2 244798
5 4 75369
5 7 161271
6 3 360052
6 5 134398
7 1 755076
7 3 249776
7 5 161271
Case #188: 83
1 2 202199
1 4 158183
1 11 120754
1 13 19283
1 15 321896
2 4 294022
2 6 213482
2 8 250603
2 10 266574
2 12 157987
3 1 105192
3 6 146238
3 8 153596
3 10 39849
3 12 164916
3 15 291155
4 2 294022
4 5 48647
4 7 255150
4 9 118534
4 12 136035
4 14 6293
5 2 342669
5 6 140298
5 8 242648
5 11 184312
5 14 42354
6 1 190113
6 3 146238
6 5 140298
6 9 132083
6 11 102366
6 14 182652
7 2 162375
7 4 255150
7 8 229916
7 11 106899
7 14 248857
8 2 250603
8 4 206587
8 6 167329
8 9 139441
8 12 258904
8 15 370300
9 3 14155
9 5 154595
9 7 136616
9 10 25694
9 12 179071
9 14 112241
10 2 266574
10 4 92840
10 9 25694
10 12 204765
10 14 86547
11 1 120754
11 3 43872
11 6 102366
11 8 169158
11 10 55411
11 14 141958
12 2 157987
12 4 136035
12 6 91575
12 9 179071
12 13 250825
13 1 19283
13 3 85909
13 7 200795
13 9 71754
13 11 101471
13 14 132607
14 1 151890
14 5 42354
14 7 248857
14 10 86547
14 12 142328
14 15 344745
15 3 291155
15 5 387099
15 7 140384
15 9 277000
15 13 304258
Case #189: 312
1 2 103494
1 5 117814
1 7 160881
1 10 169195
1 12 167133
1 15 164152
1 19 15936
1 21 28433
1 23 259642
1 25 52005
1 27 131065
1 29 31212
2 1 103494
2 5 161483
2 7 246089
2 10 265416
2 13 215172
2 16 290197
2 18 274009
2 21 75704
2 23 301355
2 30 177887
3 5 220324
3 7 304930
3 9 188504
3 13 274013
3 17 239845
3 19 147042
3 23 360196
3 25 110330
3 30 236728
4 2 233820
4 5 152411
4 8 251398
4 10 201917
4 12 103092
4 15 198749
4 19 197035
4 22 211465
4 25 262405
4 28 325393
4 30 140539
5 2 161483
5 4 152411
5 7 141723
5 12 49319
5 14 115706
5 16 225813
5 20 160561
5 22 163754
5 24 115771
5 27 13251
5 30 62508
6 2 100179
6 4 209013
6 9 242261
6 11 90519
6 13 115636
6 17 135333
6 19 11978
6 21 24475
6 24 167019
6 26 99093
6 29 27254
7 1 160881
7 3 304930
7 9 301818
7 13 128291
7 15 188061
7 19 168901
7 21 181398
7 25 194600
7 27 154974
7 29 184177
8 3 222928
8 9 134032
8 11 133508
8 13 169773
8 15 229543
8 17 16917
8 21 93941
8 23 312151
8 28 129959
9 2 247345
9 4 117366
9 7 301818
9 11 266332
9 16 354092
9 18 26664
9 22 244713
9 25 271269
9 30 253521
10 2 265416
10 4 201917
10 6 165237
10 11 74718
10 13 130196
10 17 173661
10 19 177215
10 21 189712
10 23 387008
10 25 221200
10 30 87529
11 4 153350
11 8 133508
11 10 74718
11 13 55478
11 15 121657
11 17 149350
11 19 102497
11 23 312290
11 25 146482
11 27 88570
11 29 117773
12 1 167133
12 4 103092
12 6 171091
12 8 232524
12 11 124638
12 14 145151
12 16 216857
12 18 247122
12 21 195566
12 23 228015
12 25 159313
12 27 62570
12 29 198345
13 2 215172
13 5 111584
13 7 128291
13 10 130196
13 12 160903
13 15 157922
13 20 227500
13 23 348290
13 25 163683
13 28 166098
13 30 49076
14 2 191761
14 4 42059
14 7 257429
14 10 159858
14 12 145151
14 15 162044
14 18 101971
14 22 169406
14 24 65
14 29 145258
15 1 164152
15 5 46338
15 8 229543
15 11 121657
15 13 157922
15 16 272151
15 19 180088
15 21 192585
15 24 162109
15 26 230227
15 28 239342
16 1 248484
16 5 225813
16 8 300993
16 11 301132
16 14 278915
16 18 380756
16 20 307440
16 22 284962
16 25 300489
16 27 239064
16 30 288321
17 3 239845
17 6 135333
17 9 150949
17 11 149350
17 19 123355
17 22 198799
17 27 212298
17 29 108079
18 2 274009
18 5 217677
18 7 328482
18 10 261829
18 12 247122
18 15 264015
18 21 244450
18 23 369598
18 25 244605
18 28 290655
18 30 280185
19 3 147042
19 6 11978
19 8 106438
19 10 177215
19 12 183069
19 15 180088
19 17 123355
