100
53 90
37 14 38
29 31 38
33 26 26
43 1 46
40 27 56
46 53 38
51 7 38
16 52 38
42 34 46
58 49 15
45 44 44
39 11 56
42 15 32
47 55 38
56 47 56
41 44 38
21 4 38
33 16 56
4 39 38
59 33 56
39 59 56
25 38 38
58 16 38
32 54 38
54 10 38
7 6 56
6 58 38
2 49 46
25 10 46
56 36 56
13 48 38
28 52 45
6 3 18
44 10 46
48 45 15
38 48 38
31 40 38
58 14 38
2 36 38
18 24 32
18 58 15
24 5 46
22 46 38
44 10 46
39 58 31
48 35 38
15 6 38
59 51 38
60 24 38
35 5 38
52 16 38
31 57 46
5 47 38
50 36 14
41 29 38
39 43 38
54 15 38
47 56 56
48 22 38
59 43 38
6 50 56
44 9 44
46 16 38
13 57 38
12 51 38
57 41 38
3 15 15
43 29 18
9 1 15
19 4 44
30 34 38
19 27 48
11 10 38
22 36 14
58 43 46
6 55 38
26 43 38
18 45 15
46 37 46
47 20 38
22 5 38
6 34 52
38 21 38
22 42 38
42 40 38
38 60
4 8 20
9 27 20
11 14 14
1 13 20
5 29 26
1 5 20
34 21 19
22 15 20
12 17 19
2 3 2
21 10 20
4 32 20
11 19 19
33 18 18
5 23 19
22 25 20
8 4 20
37 11 8
4 27 20
21 7 19
20 12 20
4 21 20
12 23 19
36 29 19
7 13 6
12 16 19
4 3 20
28 24 19
30 3 20
24 29 19
12 17 19
27 13 6
28 23 19
36 23 19
5 14 19
15 37 19
32 21 19
2 15 20
15 33 19
8 3 20
14 9 20
32 20 20
5 22 20
29 25 19
17 20 20
10 21 20
33 10 20
31 22 2
14 37 14
18 7 18
32 9 20
28 7 19
36 37 19
10 37 20
27 7 18
2 22 2
27 10 20
14 21 19
3 20 20
23 11 6
44 104
12 43 39
2 24 8
32 12 39
16 10 39
24 14 8
32 11 15
1 32 39
37 9 39
6 20 39
4 35 28
36 28 39
36 27 27
13 19 8
31 8 8
16 11 8
9 26 18
13 30 39
22 13 39
4 17 18
33 42 5
18 10 39
14 24 8
40 1 1
2 12 8
8 15 8
32 5 39
43 20 39
41 43 10
22 23 39
4 20 8
8 16 8
10 7 39
6 17 39
14 43 39
25 38 39
34 40 8
22 37 39
18 22 39
11 24 8
3 35 39
37 41 39
25 9 39
32 37 39
4 31 28
5 27 39
7 16 8
27 18 9
3 28 39
14 33 34
3 24 39
10 30 29
24 6 39
44 21 39
32 10 29
19 44 8
23 15 15
32 36 29
39 30 39
13 14 8
24 26 8
24 2 8
44 15 8
36 34 39
44 1 28
22 5 39
5 31 9
9 10 39
18 43 29
23 26 8
41 3 29
36 33 39
34 26 8
31 5 28
8 30 39
14 36 39
28 22 39
6 27 27
26 12 18
33 9 8
34 1 8
26 38 18
40 13 8
1 34 8
4 13 8
16 1 8
39 9 39
42 9 39
44 28 28
19 5 8
4 10 39
43 44 39
13 5 12
31 19 8
2 44 8
17 33 8
33 29 39
23 9 8
41 17 39
41 21 41
19 37 39
20 39 39
39 34 39
8 14 8
31 5 28
11 83
4 2 10
7 5 10
7 9 10
7 8 10
7 10 10
8 3 10
1 5 1
3 7 10
11 9 1
6 5 10
8 5 1
8 4 10
10 3 10
7 10 10
4 3 10
7 9 10
11 4 10
3 4 10
9 2 10
6 11 10
5 7 10
9 7 10
10 6 10
9 1 1
10 6 10
5 8 1
7 3 10
9 1 1
9 3 10
4 3 10
3 11 10
1 5 1
8 11 1
4 10 10
6 11 10
4 9 10
9 8 1
10 1 10
9 2 10
9 11 1
5 9 1
1 2 10
10 3 10
10 6 10
6 10 10
1 7 10
4 10 10
2 3 10
7 9 10
11 5 1
6 10 10
8 11 1
11 6 10
1 5 1
6 1 10
6 5 10
2 1 10
5 7 10
5 8 1
2 1 10
2 3 10
6 5 10
10 8 10
4 1 10
6 3 10
10 9 10
5 10 10
11 2 10
6 2 10
7 3 10
6 2 10
2 6 10
10 4 10
8 3 10
2 8 10
2 5 10
6 8 10
6 2 10
8 7 10
1 9 1
9 5 1
5 9 1
3 4 10
54 40
23 7 11
1 48 34
29 21 18
29 8 29
4 12 47
29 51 11
35 40 11
44 27 34
5 49 11
25 23 11
36 29 45
31 19 25
2 32 11
8 44 34
47 25 19
22 49 49
42 50 45
45 4 45
14 23 45
54 26 11
25 28 11
11 27 11
28 52 20
25 4 34
48 29 53
14 24 45
31 49 11
23 13 34
12 40 45
3 29 11
8 42 45
47 9 11
37 43 34
22 35 45
54 18 54
15 9 11
25 4 34
49 32 11
16 44 34
17 24 34
56 101
16 17 24
27 41 24
30 53 24
47 48 45
11 48 45
15 12 24
10 41 24
7 2 2
30 6 24
6 55 45
15 40 24
44 26 24
53 3 24
26 11 24
12 28 24
30 14 24
56 53 53
20 56 24
25 46 2
53 46 33
24 43 24
51 50 24
31 34 24
19 47 24
5 11 45
9 18 18
7 48 45
39 49 45
39 20 24
37 54 24
29 17 24
18 13 18
8 32 50
56 52 24
47 51 24
46 47 47
11 7 33
20 18 24
4 49 4
37 21 24
13 5 32
30 9 24
45 16 45
5 34 45
44 11 24
26 45 24
41 56 24
56 1 45
18 20 24
20 39 24
12 29 45
53 52 24
6 52 24
26 36 26
28 2 24
52 12 24
31 12 24
8 56 45
34 1 45
39 14 24
17 11 24
18 42 45
12 32 32
13 54 45
3 34 24
53 26 24
50 13 50
42 30 24
10 37 24
13 12 12
14 27 24
11 24 24
27 22 50
55 33 45
30 20 24
19 39 24
41 24 24
23 52 24
31 35 24
48 29 45
43 53 33
18 16 50
4 42 45
30 37 24
4 55 50
20 31 24
51 11 24
33 2 33
56 25 33
2 44 24
8 26 24
23 5 32
44 29 24
9 17 24
47 9 45
19 50 24
5 7 45
19 32 24
37 34 24
10 3 24
24 8 24
9 83
8 3 2
6 2 2
2 7 2
7 2 2
4 2 2
5 2 5
5 3 7
2 7 2
8 5 5
7 2 2
6 7 2
4 3 2
1 6 3
9 6 2
8 3 2
9 6 2
7 8 2
9 7 3
7 2 2
7 3 2
8 2 2
1 8 2
8 2 2
6 5 5
6 2 2
2 9 2
7 3 2
1 9 2
1 7 2
9 7 5
6 9 2
5 9 5
9 8 4
3 6 3
1 4 2
2 5 5
1 9 2
7 4 2
3 5 5
3 4 2
2 8 6
6 1 3
7 5 5
1 8 2
6 8 2
5 3 5
8 2 2
3 5 5
7 3 2
4 2 2
7 3 2
8 4 4
7 6 2
8 4 4
8 6 2
7 9 2
9 8 4
4 2 2
9 5 5
4 2 2
2 6 2
4 2 2
3 8 2
2 5 5
4 1 2
6 1 4
1 8 2
3 7 2
6 7 8
4 7 2
8 7 2
9 8 4
1 2 2
3 7 2
2 1 2
8 3 2
4 3 2
9 8 4
3 9 2
9 8 4
8 3 2
9 4 4
9 4 4
29 36
24 3 13
25 27 22
14 26 26
20 4 22
8 7 7
20 9 22
20 25 22
16 11 26
2 22 7
6 24 26
1 21 22
17 15 26
2 8 7
21 12 22
21 1 22
15 2 7
18 19 22
6 8 22
9 17 26
15 25 22
24 27 26
6 12 22
9 21 22
2 5 7
10 5 10
20 2 7
9 18 22
12 3 26
8 4 12
29 11 26
24 14 26
11 2 7
4 26 26
23 27 22
21 13 26
24 4 26
49 70
49 29 29
42 12 18
34 10 18
49 17 18
40 31 18
16 20 10
44 28 18
41 30 41
27 46 18
6 37 18
3 16 4
33 3 49
32 23 4
33 12 18
38 46 18
40 31 18
12 41 41
3 19 18
35 16 18
1 23 18
8 45 18
15 14 18
14 44 14
6 26 18
14 7 18
38 3 18
47 44 18
22 20 18
4 24 18
9 28 18
35 38 18
33 40 18
7 6 18
6 25 18
36 10 4
40 1 18
30 10 22
14 20 18
35 27 18
31 10 18
27 38 18
41 46 18
31 30 41
38 13 18
45 44 45
5 26 47
26 22 18
15 19 32
16 11 18
35 8 18
6 34 18
46 37 46
21 26 47
49 6 18
45 4 22
4 19 18
48 31 18
48 22 18
30 8 18
26 20 1
33 12 18
16 28 18
31 15 18
33 13 47
47 21 47
16 26 18
18 35 18
33 14 18
12 16 18
21 45 18
53 12
51 33 49
25 30 4
7 19 50
14 26 53
32 48 50
50 18 50
49 47 50
27 31 50
23 49 50
37 15 50
29 11 47
36 33 50
34 79
16 29 3
3 4 3
32 15 15
4 15 15
1 29 3
22 18 3
21 14 14
15 23 15
26 12 3
20 18 28
34 27 28
11 24 3
10 22 6
29 1 3
13 14 3
25 30 6
19 3 3
31 25 6
21 3 3
26 11 26
12 14 28
19 22 3
11 16 3
23 27 3
4 13 3
27 22 3
12 16 28
9 32 3
10 17 3
31 27 3
28 8 28
21 34 28
4 8 8
10 24 3
33 34 28
32 10 3
21 15 15
5 24 28
21 34 28
26 14 3
25 28 3
8 14 8
13 14 3
25 23 3
1 33 8
25 16 3
2 9 3
19 17 3
17 1 3
4 28 28
3 34 3
30 33 3
21 19 8
8 13 3
11 23 3
30 17 3
5 8 8
2 6 3
29 27 3
22 24 3
6 15 15
8 5 8
11 14 3
21 6 3
20 7 3
28 8 28
31 18 3
4 30 3
32 10 3
17 7 3
19 9 8
1 5 1
8 12 28
1 11 3
32 11 3
29 28 3
29 31 6
15 11 15
9 27 8
37 73
31 17 14
18 25 22
4 31 14
4 35 27
15 22 22
32 4 22
34 27 28
27 14 14
8 17 14
29 11 28
30 9 30
3 33 33
26 9 14
7 14 14
29 16 28
30 31 30
8 4 14
19 11 28
18 3 36
4 29 28
9 17 14
4 15 14
12 37 22
37 21 28
21 15 28
22 28 28
18 12 18
23 1 22
20 27 14
4 34 28
23 27 22
21 36 28
2 30 20
25 1 30
27 4 27
27 20 14
21 33 28
29 3 28
9 3 22
35 17 27
6 10 14
19 9 28
11 23 28
5 32 22
19 28 28
23 32 22
1 33 22
37 14 22
34 15 28
9 25 30
5 32 22
10 6 14
14 32 22
37 14 22
3 2 22
5 23 22
33 16 22
14 7 14
28 9 28
34 18 28
30 4 14
16 33 22
22 25 22
10 32 22
22 23 22
20 15 14
1 27 14
11 5 28
7 16 27
22 5 22
20 19 28
7 15 14
21 33 28
42 15
29 15 23
12 2 23
5 13 23
11 30 14
3 8 23
36 22 23
35 13 23
26 11 23
38 1 23
8 12 23
40 22 28
14 4 23
30 2 23
18 15 14
40 25 25
60 120
52 41 58
51 10 59
40 34 59
5 18 59
39 2 59
45 33 13
43 2 59
7 21 59
60 36 17
55 22 59
15 47 59
13 41 59
28 23 59
12 17 59
46 47 59
28 59 59
49 6 59
35 31 39
11 57 59
54 6 59
19 4 59
5 31 59
26 30 59
10 60 17
50 35 59
14 33 59
42 33 59
40 17 59
11 14 58
31 29 39
33 6 59
4 30 59
18 15 33
31 55 59
53 46 30
38 6 59
36 57 59
29 18 59
39 12 39
31 23 59
17 25 59
43 26 59
5 17 59
29 10 59
27 32 59
21 60 59
18 17 17
21 55 45
26 22 59
28 5 59
43 59 59
58 55 59
48 43 39
54 43 59
50 7 58
60 39 10
51 34 13
36 3 59
54 52 58
27 40 58
13 48 13
55 13 59
11 27 11
32 31 13
26 59 59
12 42 59
13 49 59
4 32 59
29 58 59
50 25 58
36 32 59
8 55 59
33 17 59
5 34 59
35 20 59
44 13 59
8 43 54
58 54 58
27 16 59
41 11 11
14 23 5
57 27 59
55 49 59
17 47 17
8 24 59
16 41 59
11 24 59
18 38 59
10 2 59
20 1 1
6 46 59
59 36 59
39 6 59
56 31 59
21 23 59
12 38 4
60 15 59
45 59 59
8 27 58
43 38 59
42 48 59
17 55 17
36 12 59
26 16 4
42 19 59
35 46 59
53 37 59
17 52 59
22 7 58
27 45 59
23 34 59
43 30 59
54 10 59
2 14 58
27 24 59
50 23 58
41 7 58
24 27 59
2 10 59
31 43 39
51 12
40 46 49
22 23 49
20 18 2
51 11 2
32 49 2
3 31 31
40 41 16
6 49 2
44 40 2
21 30 2
8 48 2
51 9 18
31 66
18 24 24
2 5 3
29 3 3
10 28 10
20 26 10
29 31 8
15 22 10
20 17 17
31 21 24
22 24 24
26 30 10
1 28 11
2 11 3
14 30 10
23 27 10
4 17 24
16 13 10
11 17 10
21 30 24
22 8 10
31 26 10
23 25 17
13 8 10
10 28 10
20 31 10
24 3 24
27 21 24
22 29 10
6 9 10
1 12 10
17 23 17
31 18 10
20 30 17
21 3 24
20 5 10
8 15 8
9 26 10
21 25 24
13 31 10
22 21 24
5 26 10
1 7 8
27 24 24
6 22 10
29 12 10
8 19 8
15 14 3
18 11 10
31 27 8
7 28 8
18 8 10
3 16 3
29 3 3
20 19 10
7 11 8
11 29 8
23 7 10
17 2 10
30 15 10
25 3 10
6 10 10
18 5 10
29 16 3
4 19 24
9 16 3
22 12 22
9 23
9 4 4
9 4 4
7 8 7
2 3 7
5 6 7
9 6 7
6 2 2
1 7 7
1 9 4
1 5 7
7 6 7
1 2 7
3 8 7
8 2 8
7 4 7
4 1 4
9 1 4
6 9 7
2 8 8
2 6 2
3 5 7
3 9 4
4 7 7
31 32
2 1 9
10 19 9
20 7 5
18 8 19
12 25 9
2 25 20
30 2 2
28 16 5
13 19 19
21 4 5
7 9 9
20 9 9
21 27 9
21 7 5
30 6 9
5 1 9
6 2 9
17 27 9
2 6 9
1 3 3
9 24 9
17 10 5
7 12 9
1 26 9
24 11 5
9 7 9
29 5 5
20 15 20
8 1 19
7 4 5
14 26 9
31 3 9
15 104
11 3 11
13 6 5
5 10 10
1 12 5
12 3 5
13 3 13
11 4 11
5 9 5
3 4 5
15 6 5
9 12 9
3 10 10
15 3 13
11 9 11
3 15 13
11 6 11
4 5 5
11 5 11
9 12 9
5 3 5
5 12 5
3 11 11
3 10 10
13 9 5
1 13 13
11 13 11
9 13 5
2 3 11
9 7 11
10 9 10
8 15 11
10 11 11
4 1 5
7 5 11
7 6 11
8 6 11
2 6 11
8 10 11
6 1 5
5 14 5
14 12 5
14 1 13
4 10 10
15 5 5
11 2 11
5 10 10
10 11 11
2 14 11
10 4 10
7 9 11
14 15 14
10 11 11
15 1 13
4 13 5
10 2 11
9 14 5
7 5 11
9 3 5
4 13 5
13 5 5
9 14 5
4 3 5
5 2 11
1 12 5
4 8 11
1 8 11
15 9 5
6 10 10
14 8 11
3 12 5
8 11 11
11 13 11
14 7 11
12 6 9
12 5 5
8 15 11
2 13 11
4 10 10
4 11 11
4 11 11
13 2 11
15 12 5
14 6 5
9 14 5
11 4 11
7 3 11
5 3 5
2 8 11
15 5 5
1 11 11
15 13 13
13 1 13
10 13 10
5 14 5
6 2 11
14 11 11
6 3 5
4 2 11
14 15 14
9 3 5
14 15 14
2 7 11
7 3 11
7 5 11
14 24
6 13 14
14 7 14
6 8 14
14 9 14
5 13 14
1 5 14
7 8 8
1 11 14
1 5 14
14 2 14
5 1 14
13 14 14
2 14 14
9 14 14
6 2 14
12 8 8
13 4 1
3 10 3
4 11 14
6 7 14
4 1 1
9 12 14
9 12 14
9 6 14
41 74
8 32 41
38 13 41
35 27 13
8 17 13
28 7 41
3 16 41
4 3 41
35 30 30
27 12 41
10 14 40
37 10 41
25 28 41
35 24 41
7 8 13
23 25 13
8 21 13
4 22 41
18 24 41
36 8 41
11 32 41
10 11 41
35 18 41
30 16 13
22 39 41
13 23 13
11 36 41
12 34 41
1 33 39
18 1 40
16 27 13
11 27 41
13 33 41
26 36 41
11 37 34
26 25 41
18 26 40
15 9 41
21 26 41
5 2 39
10 18 40
35 8 13
29 2 29
39 33 39
18 19 41
40 2 40
39 21 41
8 20 41
33 21 41
37 12 41
9 4 9
1 29 39
4 26 40
15 23 41
39 28 39
36 39 41
13 17 13
19 15 41
15 32 41
9 5 9
21 41 41
26 1 40
29 26 40
17 1 41
7 32 41
37 7 41
37 41 41
16 21 13
34 12 41
29 24 41
9 23 41
23 37 41
12 27 41
19 26 41
7 2 41
24 12
6 15 23
23 4 23
8 3 23
17 10 17
5 2 12
10 12 12
9 20 20
3 4 23
5 12 12
18 20 12
20 12 12
7 11 23
34 114
33 29 32
33 22 32
12 1 8
26 27 5
6 10 7
32 7 3
23 15 32
19 6 32
6 21 7
20 10 25
3 28 25
15 8 8
14 25 7
9 4 32
1 13 8
13 1 8
26 7 32
30 25 25
25 24 7
24 18 6
24 32 32
31 12 25
26 2 32
4 13 3
24 34 7
32 15 32
1 2 8
6 18 32
24 7 7
27 34 7
34 29 32
27 5 32
29 17 7
27 19 32
3 28 25
19 17 32
24 18 32
13 31 25
22 12 25
16 11 7
18 27 23
8 17 8
7 29 7
30 22 25
19 14 32
15 34 7
15 21 7
19 24 32
25 22 25
1 10 8
24 8 8
26 17 32
10 34 7
14 17 15
16 5 32
23 12 32
26 32 32
12 33 32
31 17 7
34 12 7
12 34 7
23 6 32
20 22 28
28 19 3
29 1 8
24 1 8
18 33 32
1 5 32
6 33 32
26 1 32
13 11 22
18 31 32
18 33 32
7 16 7
25 20 25
27 20 20
11 23 32
19 22 32
34 27 7
12 19 32
18 2 32
30 12 25
6 12 7
14 18 32
6 13 7
27 3 3
28 2 23
21 12 28
1 17 8
19 5 32
28 20 25
21 2 7
27 22 22
25 23 32
17 20 7
4 11 3
34 31 7
5 1 32
9 29 32
34 12 7
16 4 7
10 24 7
9 29 32
24 15 15
16 32 32
34 33 32
26 9 26
24 29 7
5 31 32
8 1 8
31 22 25
20 12 25
31 24 7
2 18 32
18 47
18 17 16
1 11 2
1 17 16
7 4 16
12 18 12
6 17 16
11 7 16
7 1 16
13 8 16
14 7 7
4 3 4
15 9 16
8 9 16
1 15 16
6 5 16
1 10 2
7 1 16
3 11 4
11 1 2
12 9 16
11 6 6
12 16 16
15 8 16
8 2 16
16 14 16
11 5 16
17 9 16
2 4 4
16 15 16
5 11 16
9 2 9
11 2 2
9 1 9
5 6 16
2 13 6
8 17 16
9 13 6
17 16 16
2 7 16
8 11 16
17 16 16
18 13 16
14 2 16
12 9 16
12 5 16
10 12 16
14 9 16
6 76
6 4 6
1 3 1
4 2 1
3 5 3
3 2 1
3 5 3
2 6 1
2 3 1
3 6 6
4 5 4
4 1 1
5 3 3
3 1 1
1 6 1
6 4 6
5 6 6
6 1 1
1 2 1
5 4 4
5 4 4
5 4 4
2 5 1
3 6 6
2 6 1
3 1 1
2 4 1
3 5 3
5 2 1
3 6 6
6 5 6
3 2 1
6 5 6
2 4 1
6 1 1
3 1 1
6 5 6
4 1 1
5 2 1
6 5 6
6 3 6
3 5 3
6 2 1
2 4 1
1 5 1
1 4 1
6 2 1
4 6 6
4 6 6
5 3 3
2 4 1
1 5 1
6 4 6
4 5 4
4 1 1
5 3 3
6 2 1
6 3 6
4 2 1
2 1 1
1 5 1
2 4 1
3 1 1
6 4 6
6 4 6
2 3 1
4 2 1
4 2 1
6 5 6
3 6 6
2 5 1
4 6 6
6 2 1
4 2 1
1 2 1
5 6 6
1 5 1
20 116
5 4 4
7 2 16
7 12 16
10 13 4
1 12 5
9 16 9
12 16 16
3 1 16
7 11 16
17 19 16
6 12 16
20 10 9
17 12 16
14 6 16
11 6 16
2 8 8
13 9 9
1 16 16
9 16 9
17 7 16
6 17 16
19 18 16
16 17 16
18 20 9
18 1 16
13 8 16
18 4 16
15 2 16
10 2 16
13 9 9
15 9 9
20 4 9
3 6 16
2 11 11
6 8 16
20 15 9
15 6 16
15 17 16
19 8 16
16 11 16
3 5 16
18 12 16
6 7 16
8 12 16
10 17 16
9 5 9
14 19 16
6 18 16
19 14 16
11 15 16
1 7 16
6 16 16
16 10 16
5 14 16
20 3 9
11 12 16
2 5 16
14 12 16
12 7 16
2 11 11
20 12 9
7 17 16
4 20 9
17 11 14
6 14 16
9 1 9
15 3 16
15 9 9
6 12 16
10 13 4
15 16 16
20 9 9
14 11 14
9 2 9
19 15 16
9 8 9
6 2 16
18 20 9
13 14 16
20 5 9
5 16 16
9 20 9
19 6 16
11 17 14
16 2 16
19 4 16
4 12 4
15 8 16
7 15 16
14 12 16
10 8 16
4 11 16
20 3 9
13 4 4
7 19 19
15 10 16
14 10 16
18 11 8
7 2 16
14 17 14
12 20 9
9 8 9
14 4 16
18 1 16
7 3 19
2 5 16
11 13 16
1 14 16
3 7 19
2 19 16
14 15 16
18 7 16
11 17 14
11 4 16
10 9 9
10 11 16
56 31
24 21 36
48 17 15
41 23 6
27 56 36
48 28 15
15 50 15
23 49 36
13 19 36
8 30 15
28 44 15
26 32 15
56 25 15
26 44 44
52 17 34
50 56 34
23 4 36
30 5 15
9 20 15
35 47 15
5 11 46
17 13 36
30 8 15
27 41 36
7 43 29
31 34 24
1 47 29
26 5 15
25 4 22
37 53 36
3 9 9
32 16 15
14 32
13 8 4
2 14 4
9 8 9
1 9 9
7 14 7
6 3 4
10 11 4
5 3 4
3 11 4
2 9 4
7 1 7
8 3 8
8 13 4
10 8 4
12 9 4
11 5 4
4 14 7
8 11 4
11 14 13
14 8 8
1 7 7
13 8 4
5 3 4
3 6 4
11 12 4
4 11 4
3 6 4
8 9 9
9 5 4
8 11 9
10 4 4
13 8 4
56 84
8 40 6
7 51 6
36 27 6
38 17 55
3 19 6
35 52 6
25 53 12
14 41 6
49 39 49
39 56 39
3 1 3
50 26 6
29 44 6
4 26 6
52 6 6
37 29 54
18 52 22
5 25 6
54 31 6
40 17 6
49 15 6
36 22 6
45 2 6
8 15 6
14 13 6
21 18 22
42 49 6
6 32 6
18 31 6
33 12 6
9 12 6
28 44 6
9 21 6
43 22 6
33 35 44
8 13 55
41 39 6
51 55 55
39 32 6
34 41 6
18 28 6
47 18 6
8 33 6
15 39 6
10 48 10
23 51 6
3 20 6
15 50 6
31 40 6
16 9 6
46 52 54
15 48 6
13 33 6
10 23 6
31 52 6
48 9 6
39 2 6
6 21 6
33 4 44
29 12 6
1 22 6
40 26 6
31 20 6
49 55 55
46 31 6
53 27 6
51 27 6
29 37 54
41 19 6
50 45 6
41 37 54
8 1 55
12 22 6
31 15 6
54 13 6
30 24 6
22 20 54
41 15 6
50 22 6
36 56 6
29 26 6
39 41 6
35 30 44
26 3 55
21 41
21 4 21
14 19 14
6 4 14
2 1 10
16 19 14
19 11 14
6 17 18
19 16 14
15 16 18
16 21 21
16 1 11
14 17 18
21 13 21
15 9 18
19 8 18
7 9 3
8 18 18
2 11 11
10 21 21
7 18 18
18 2 18
18 21 18
13 14 14
3 20 14
14 8 18
18 9 18
16 11 11
9 7 3
12 19 14
11 14 14
6 12 3
14 9 14
7 17 18
3 8 18
10 16 11
6 13 13
18 21 18
15 7 18
10 9 3
6 17 18
13 10 13
32 62
6 1 13
28 1 1
20 19 4
18 7 4
17 19 13
18 24 4
11 3 4
19 4 4
18 8 4
7 27 4
15 2 11
7 30 13
28 13 13
6 23 13
14 10 13
20 7 4
18 15 4
18 3 9
7 3 4
3 4 4
14 18 13
2 29 4
25 23 13
21 2 21
21 3 4
16 14 13
18 12 9
18 32 9
23 22 4
20 11 4
8 19 8
26 28 4
17 3 13
21 9 4
29 7 4
5 2 13
7 26 11
16 10 4
25 2 13
27 30 13
14 23 13
21 32 4
31 4 4
14 30 13
10 14 13
22 29 10
30 10 13
13 12 13
32 24 4
14 31 13
8 2 4
29 26 4
27 16 13
26 6 13
9 28 4
22 29 10
17 15 13
11 26 11
1 20 4
26 25 13
16 1 4
18 26 4
